,fg_pct_away,ft_pct_away,fg3_pct_away,ast_away,reb_away,to_away
19222,0.396,0.895,0.27,25.0,45.0,17.0
19223,0.444,0.474,0.375,32.0,38.0,15.0
19224,0.466,0.6,0.313,23.0,46.0,3.0
19225,0.484,0.8240000000000001,0.364,23.0,34.0,11.0
19226,0.434,0.8,0.313,19.0,40.0,16.0
19227,0.411,0.444,0.265,22.0,42.0,11.0
19228,0.375,0.833,0.293,19.0,45.0,12.0
19229,0.4629999999999999,0.741,0.3779999999999999,22.0,41.0,18.0
19230,0.4629999999999999,0.76,0.341,30.0,43.0,20.0
19231,0.4039999999999999,0.682,0.324,22.0,49.0,14.0
19232,0.435,0.778,0.45,28.0,53.0,6.0
19233,0.573,0.95,0.5429999999999999,32.0,34.0,14.0
19234,0.518,0.72,0.3329999999999999,25.0,37.0,15.0
19235,0.4429999999999999,0.789,0.314,19.0,38.0,6.0
19236,0.382,0.667,0.345,20.0,42.0,20.0
19237,0.423,0.7,0.3329999999999999,22.0,56.0,14.0
19238,0.421,0.667,0.25,26.0,36.0,12.0
19239,0.4679999999999999,0.818,0.324,29.0,48.0,9.0
19240,0.381,0.727,0.32,15.0,41.0,13.0
19241,0.479,0.6920000000000001,0.4479999999999999,30.0,40.0,8.0
19242,0.456,0.778,0.429,27.0,47.0,13.0
19243,0.4679999999999999,0.667,0.3829999999999999,28.0,36.0,14.0
19244,0.414,0.76,0.273,25.0,35.0,13.0
19245,0.409,0.563,0.375,25.0,51.0,10.0
19246,0.517,0.773,0.296,23.0,55.0,15.0
19247,0.506,0.917,0.467,29.0,40.0,16.0
19248,0.494,0.667,0.424,28.0,40.0,13.0
19249,0.471,0.818,0.344,26.0,43.0,15.0
19250,0.48,0.7859999999999999,0.386,28.0,46.0,11.0
19251,0.4029999999999999,0.794,0.368,18.0,35.0,16.0
19252,0.481,0.857,0.355,22.0,39.0,16.0
19253,0.5,0.833,0.3429999999999999,25.0,36.0,12.0
19254,0.439,0.556,0.317,26.0,45.0,6.0
19255,0.344,0.923,0.286,22.0,56.0,7.0
19256,0.4529999999999999,0.667,0.4679999999999999,27.0,39.0,19.0
19257,0.467,0.778,0.419,24.0,33.0,19.0
19258,0.455,0.867,0.351,22.0,42.0,15.0
19259,0.5329999999999999,0.679,0.522,26.0,47.0,22.0
19260,0.4,0.741,0.25,12.0,38.0,14.0
19261,0.4479999999999999,0.75,0.35,21.0,38.0,10.0
19262,0.452,0.69,0.3329999999999999,19.0,40.0,19.0
19263,0.407,0.6,0.286,22.0,40.0,15.0
19264,0.416,0.95,0.415,21.0,38.0,17.0
19265,0.4320000000000001,1.0,0.27,26.0,34.0,18.0
19266,0.516,1.0,0.412,24.0,44.0,16.0
19267,0.4529999999999999,0.789,0.154,26.0,33.0,16.0
19268,0.506,0.75,0.3329999999999999,21.0,32.0,11.0
19269,0.494,0.857,0.368,33.0,44.0,19.0
19270,0.511,0.7929999999999999,0.5479999999999999,32.0,45.0,11.0
19271,0.43,0.882,0.414,23.0,34.0,5.0
19272,0.407,0.826,0.259,21.0,40.0,17.0
19273,0.457,0.917,0.429,28.0,37.0,17.0
19274,0.4639999999999999,0.684,0.349,22.0,43.0,19.0
19275,0.485,0.857,0.436,32.0,41.0,8.0
19276,0.534,0.636,0.457,28.0,44.0,14.0
19277,0.476,0.733,0.52,17.0,42.0,10.0
19278,0.527,0.759,0.375,32.0,41.0,17.0
19279,0.529,0.765,0.395,25.0,46.0,19.0
19280,0.37,0.769,0.3329999999999999,17.0,41.0,16.0
19281,0.425,0.875,0.316,19.0,34.0,23.0
19282,0.385,0.643,0.281,26.0,43.0,11.0
19283,0.389,0.64,0.296,18.0,34.0,9.0
19284,0.337,0.7809999999999999,0.242,23.0,46.0,16.0
19285,0.407,0.7040000000000001,0.424,22.0,51.0,11.0
19286,0.421,0.76,0.316,19.0,43.0,20.0
19287,0.3939999999999999,0.7140000000000001,0.267,26.0,53.0,23.0
19288,0.478,0.8640000000000001,0.31,33.0,51.0,12.0
19289,0.435,0.615,0.552,20.0,48.0,17.0
19290,0.4270000000000001,0.8240000000000001,0.3329999999999999,24.0,39.0,18.0
19291,0.475,0.88,0.321,22.0,39.0,15.0
19292,0.474,0.5329999999999999,0.472,18.0,41.0,7.0
19293,0.436,0.765,0.424,26.0,63.0,10.0
19294,0.423,0.625,0.3329999999999999,26.0,37.0,19.0
19295,0.4629999999999999,0.6859999999999999,0.366,24.0,48.0,15.0
19296,0.417,0.7390000000000001,0.306,28.0,44.0,17.0
19297,0.4579999999999999,0.875,0.3329999999999999,18.0,48.0,9.0
19298,0.416,0.765,0.293,22.0,52.0,19.0
19299,0.461,0.8420000000000001,0.368,22.0,51.0,14.0
19300,0.373,0.893,0.259,17.0,45.0,17.0
19301,0.5479999999999999,0.765,0.391,33.0,44.0,13.0
19302,0.415,0.875,0.3329999999999999,26.0,46.0,12.0
19303,0.474,0.833,0.4629999999999999,31.0,38.0,9.0
19304,0.551,0.652,0.563,36.0,39.0,16.0
19305,0.407,0.826,0.28,23.0,43.0,10.0
19306,0.43,0.76,0.286,16.0,37.0,16.0
19307,0.455,0.871,0.233,30.0,40.0,15.0
19308,0.4479999999999999,0.7140000000000001,0.282,23.0,55.0,13.0
19309,0.414,0.737,0.354,22.0,42.0,10.0
19310,0.451,0.667,0.457,23.0,31.0,20.0
19311,0.457,0.909,0.3879999999999999,15.0,42.0,18.0
19312,0.416,0.733,0.415,21.0,42.0,14.0
19313,0.452,0.923,0.3329999999999999,21.0,48.0,10.0
19314,0.3779999999999999,0.73,0.25,19.0,38.0,19.0
19315,0.494,1.0,0.429,25.0,42.0,10.0
19316,0.506,0.6,0.5,23.0,41.0,11.0
19317,0.451,0.769,0.242,24.0,42.0,16.0
19318,0.402,0.8440000000000001,0.265,17.0,45.0,11.0
19319,0.54,0.76,0.357,38.0,51.0,13.0
19320,0.5,0.682,0.4379999999999999,24.0,43.0,13.0
19321,0.407,0.7829999999999999,0.3939999999999999,24.0,47.0,19.0
19322,0.439,1.0,0.41,24.0,43.0,17.0
19323,0.544,0.909,0.4,31.0,41.0,18.0
19324,0.429,0.742,0.222,21.0,44.0,15.0
19325,0.409,0.84,0.419,25.0,45.0,22.0
19326,0.5479999999999999,0.774,0.4579999999999999,28.0,37.0,16.0
19327,0.44,0.8,0.258,25.0,49.0,20.0
19328,0.379,0.813,0.211,19.0,51.0,7.0
19329,0.539,0.667,0.486,32.0,45.0,15.0
19330,0.44,0.6920000000000001,0.267,25.0,47.0,15.0
19331,0.521,0.815,0.379,28.0,36.0,8.0
19332,0.3879999999999999,0.5,0.303,17.0,53.0,13.0
19333,0.489,0.7929999999999999,0.176,24.0,44.0,11.0
19334,0.4039999999999999,0.765,0.257,29.0,33.0,19.0
19335,0.457,0.941,0.4379999999999999,20.0,50.0,12.0
19336,0.354,0.875,0.24,19.0,40.0,15.0
19337,0.442,0.8,0.238,13.0,45.0,14.0
19338,0.436,0.6759999999999999,0.366,27.0,32.0,16.0
19339,0.409,0.645,0.313,27.0,38.0,18.0
19340,0.53,0.647,0.441,30.0,45.0,3.0
19341,0.537,0.524,0.4,39.0,44.0,11.0
19342,0.456,0.84,0.297,19.0,43.0,11.0
19343,0.442,0.767,0.267,15.0,40.0,14.0
19344,0.506,0.789,0.441,25.0,45.0,17.0
19345,0.416,0.75,0.262,22.0,46.0,6.0
19346,0.506,0.7,0.3929999999999999,32.0,47.0,11.0
19347,0.518,0.688,0.293,16.0,47.0,17.0
19348,0.494,0.813,0.457,30.0,43.0,12.0
19349,0.4,0.6,0.3670000000000001,25.0,38.0,15.0
19350,0.386,0.647,0.3929999999999999,26.0,57.0,12.0
19351,0.527,0.8,0.45,31.0,43.0,9.0
19352,0.452,0.727,0.424,22.0,31.0,13.0
19353,0.5660000000000001,0.889,0.3929999999999999,27.0,48.0,15.0
19354,0.439,0.903,0.286,20.0,45.0,21.0
19355,0.484,0.941,0.235,27.0,43.0,7.0
19356,0.4039999999999999,0.72,0.268,21.0,48.0,17.0
19357,0.483,0.682,0.3329999999999999,26.0,43.0,13.0
19358,0.511,0.893,0.3779999999999999,28.0,43.0,15.0
19359,0.5329999999999999,0.7,0.424,25.0,45.0,21.0
19360,0.47,0.7140000000000001,0.4320000000000001,18.0,55.0,22.0
19361,0.536,0.8,0.429,27.0,47.0,15.0
19362,0.494,1.0,0.318,22.0,34.0,18.0
19363,0.4529999999999999,0.833,0.3939999999999999,27.0,40.0,15.0
19364,0.3720000000000001,0.846,0.379,23.0,36.0,18.0
19365,0.456,0.862,0.222,18.0,48.0,18.0
19366,0.5529999999999999,0.8640000000000001,0.581,27.0,36.0,14.0
19367,0.417,0.958,0.286,18.0,49.0,18.0
19368,0.441,0.875,0.442,27.0,53.0,17.0
19369,0.416,0.581,0.5,19.0,56.0,12.0
19370,0.442,0.471,0.5,28.0,49.0,17.0
19371,0.358,0.733,0.278,14.0,54.0,20.0
19372,0.414,0.7,0.4320000000000001,18.0,51.0,10.0
19373,0.35,0.75,0.171,18.0,37.0,12.0
19374,0.43,0.7829999999999999,0.303,29.0,52.0,20.0
19375,0.525,0.75,0.476,26.0,31.0,13.0
19376,0.5489999999999999,0.792,0.536,22.0,41.0,14.0
19377,0.375,0.75,0.282,18.0,51.0,13.0
19378,0.488,0.619,0.44,24.0,30.0,16.0
19379,0.389,1.0,0.325,24.0,48.0,16.0
19380,0.5,0.667,0.3939999999999999,26.0,43.0,17.0
19381,0.442,0.762,0.455,23.0,43.0,14.0
19382,0.396,0.821,0.3939999999999999,22.0,51.0,12.0
19383,0.4479999999999999,0.731,0.356,29.0,36.0,17.0
19384,0.488,0.7859999999999999,0.25,25.0,44.0,18.0
19385,0.413,0.882,0.32,20.0,42.0,13.0
19386,0.429,0.794,0.3670000000000001,18.0,54.0,15.0
19387,0.5429999999999999,0.857,0.4,27.0,43.0,13.0
19388,0.565,0.733,0.4,24.0,45.0,9.0
19389,0.418,0.696,0.242,18.0,41.0,15.0
19390,0.489,0.708,0.3329999999999999,26.0,49.0,15.0
19391,0.39,0.871,0.136,15.0,53.0,9.0
19392,0.364,0.64,0.31,23.0,44.0,13.0
19393,0.415,0.7829999999999999,0.481,21.0,42.0,19.0
19394,0.495,0.762,0.406,18.0,39.0,23.0
19395,0.376,0.69,0.34,20.0,51.0,14.0
19396,0.5379999999999999,0.667,0.359,24.0,57.0,15.0
19397,0.472,0.6,0.4479999999999999,21.0,38.0,19.0
19398,0.4479999999999999,0.7859999999999999,0.325,16.0,44.0,6.0
19399,0.429,0.56,0.31,27.0,42.0,16.0
19400,0.392,0.774,0.292,19.0,38.0,15.0
19401,0.482,0.64,0.385,25.0,50.0,14.0
19402,0.483,0.684,0.25,21.0,46.0,17.0
19403,0.532,0.846,0.488,34.0,51.0,13.0
19404,0.397,0.71,0.3229999999999999,16.0,37.0,14.0
19405,0.426,0.591,0.344,25.0,56.0,12.0
19406,0.462,0.765,0.313,24.0,48.0,8.0
19407,0.37,0.718,0.321,15.0,41.0,15.0
19408,0.5429999999999999,0.706,0.436,33.0,47.0,17.0
19409,0.5,0.75,0.412,26.0,32.0,20.0
19410,0.405,0.88,0.417,24.0,42.0,13.0
19411,0.424,0.696,0.172,18.0,48.0,12.0
19412,0.505,0.833,0.3329999999999999,36.0,46.0,18.0
19413,0.414,0.815,0.25,21.0,40.0,20.0
19414,0.368,0.8,0.344,20.0,45.0,13.0
19415,0.505,0.667,0.362,24.0,58.0,16.0
19416,0.3979999999999999,0.667,0.368,22.0,51.0,13.0
19417,0.482,0.75,0.207,21.0,47.0,16.0
19418,0.49,0.762,0.281,24.0,41.0,11.0
19419,0.479,0.741,0.3929999999999999,18.0,36.0,17.0
19420,0.473,0.867,0.371,23.0,52.0,11.0
19421,0.476,0.632,0.3779999999999999,29.0,41.0,13.0
19422,0.483,0.875,0.2689999999999999,24.0,35.0,14.0
19423,0.45,0.667,0.3329999999999999,15.0,49.0,19.0
19424,0.433,0.826,0.359,25.0,32.0,6.0
19425,0.3779999999999999,0.7,0.226,19.0,44.0,7.0
19426,0.395,0.75,0.286,12.0,34.0,22.0
19427,0.4629999999999999,0.625,0.311,21.0,45.0,15.0
19428,0.469,0.85,0.423,25.0,41.0,9.0
19429,0.466,0.7390000000000001,0.467,30.0,42.0,20.0
19430,0.534,0.7879999999999999,0.426,34.0,44.0,19.0
19431,0.395,0.708,0.486,19.0,49.0,18.0
19432,0.476,0.833,0.348,19.0,36.0,14.0
19433,0.5479999999999999,0.7140000000000001,0.5,30.0,46.0,20.0
19434,0.4579999999999999,0.857,0.417,33.0,45.0,16.0
19435,0.422,0.667,0.282,28.0,33.0,26.0
19436,0.488,0.583,0.351,29.0,42.0,10.0
19437,0.326,0.957,0.206,20.0,46.0,21.0
19438,0.415,0.769,0.286,24.0,45.0,20.0
19439,0.424,0.81,0.257,19.0,38.0,17.0
19440,0.42,0.8,0.268,22.0,49.0,21.0
19441,0.382,0.833,0.308,22.0,47.0,16.0
19442,0.436,0.708,0.371,22.0,52.0,13.0
19443,0.45,0.833,0.308,19.0,48.0,12.0
19444,0.49,0.75,0.4,37.0,61.0,18.0
19445,0.39,0.815,0.303,19.0,49.0,18.0
19446,0.38,0.821,0.3229999999999999,19.0,49.0,23.0
19447,0.3670000000000001,0.905,0.278,19.0,54.0,12.0
19448,0.434,0.7140000000000001,0.359,24.0,38.0,21.0
19449,0.326,0.871,0.152,17.0,39.0,23.0
19450,0.436,0.8109999999999999,0.3329999999999999,28.0,53.0,12.0
19451,0.517,0.846,0.409,13.0,48.0,16.0
19452,0.494,0.667,0.417,25.0,41.0,16.0
19453,0.385,0.913,0.286,19.0,45.0,14.0
19454,0.455,0.639,0.364,33.0,54.0,18.0
19455,0.483,0.667,0.382,30.0,38.0,23.0
19456,0.354,0.923,0.161,15.0,46.0,10.0
19457,0.452,0.655,0.366,24.0,46.0,23.0
19458,0.4479999999999999,0.846,0.357,23.0,36.0,17.0
19459,0.4629999999999999,0.944,0.357,27.0,59.0,22.0
19460,0.46,0.813,0.36,27.0,42.0,19.0
19461,0.495,0.706,0.471,30.0,41.0,12.0
19462,0.37,0.8240000000000001,0.2689999999999999,16.0,31.0,21.0
19463,0.46,0.795,0.344,20.0,41.0,16.0
19464,0.474,0.8240000000000001,0.5,22.0,46.0,23.0
19465,0.473,0.742,0.316,30.0,52.0,19.0
19466,0.469,0.5710000000000001,0.68,17.0,39.0,26.0
19467,0.43,0.75,0.286,18.0,45.0,18.0
19468,0.484,0.731,0.35,23.0,49.0,11.0
19469,0.402,0.8,0.268,21.0,47.0,15.0
19470,0.395,0.969,0.286,25.0,54.0,17.0
19471,0.541,0.8640000000000001,0.3670000000000001,23.0,40.0,17.0
19472,0.414,0.952,0.32,19.0,40.0,22.0
19473,0.512,0.857,0.355,27.0,42.0,13.0
19474,0.465,0.5,0.348,31.0,53.0,11.0
19475,0.625,0.767,0.563,33.0,39.0,17.0
19476,0.467,0.818,0.3,25.0,49.0,19.0
19477,0.526,0.7879999999999999,0.4579999999999999,26.0,45.0,18.0
19478,0.375,0.667,0.265,20.0,54.0,13.0
19479,0.426,0.7859999999999999,0.302,23.0,52.0,16.0
19480,0.4270000000000001,0.667,0.156,22.0,40.0,24.0
19481,0.3670000000000001,0.588,0.2689999999999999,18.0,41.0,15.0
19482,0.3979999999999999,0.833,0.268,26.0,47.0,17.0
19483,0.4679999999999999,0.722,0.3329999999999999,24.0,39.0,21.0
19484,0.386,0.677,0.37,15.0,48.0,11.0
19485,0.391,0.654,0.345,17.0,47.0,26.0
19486,0.42,0.815,0.563,24.0,45.0,20.0
19487,0.422,0.85,0.422,30.0,53.0,16.0
19488,0.435,0.7140000000000001,0.3939999999999999,20.0,41.0,14.0
19489,0.482,0.8,0.4320000000000001,28.0,37.0,14.0
19490,0.4629999999999999,0.846,0.511,31.0,57.0,18.0
19491,0.523,0.762,0.449,22.0,42.0,22.0
19492,0.488,0.545,0.415,21.0,45.0,18.0
19493,0.344,0.769,0.2,20.0,57.0,13.0
19494,0.41,0.667,0.406,25.0,35.0,20.0
19495,0.506,0.909,0.3,28.0,43.0,22.0
19496,0.418,0.441,0.4,25.0,42.0,13.0
19497,0.313,0.75,0.313,17.0,44.0,16.0
19498,0.475,0.7390000000000001,0.355,21.0,52.0,25.0
19499,0.449,0.85,0.385,25.0,58.0,15.0
19500,0.483,0.72,0.341,25.0,46.0,18.0
19501,0.3670000000000001,0.818,0.294,23.0,58.0,14.0
19502,0.5710000000000001,0.636,0.37,29.0,43.0,13.0
19503,0.4679999999999999,0.813,0.345,23.0,49.0,10.0
19504,0.578,0.7140000000000001,0.556,21.0,44.0,12.0
19505,0.365,0.889,0.212,10.0,34.0,21.0
19506,0.547,0.6559999999999999,0.405,21.0,41.0,18.0
19507,0.43,0.625,0.324,34.0,65.0,18.0
19508,0.326,0.857,0.231,22.0,42.0,11.0
19509,0.41,0.652,0.258,18.0,40.0,19.0
19510,0.479,0.867,0.425,25.0,58.0,22.0
19511,0.326,0.563,0.147,14.0,39.0,21.0
19512,0.46,0.759,0.368,26.0,43.0,20.0
19513,0.4629999999999999,0.821,0.3329999999999999,25.0,43.0,17.0
19514,0.362,0.913,0.25,22.0,46.0,24.0
19515,0.3289999999999999,0.722,0.175,11.0,42.0,27.0
19516,0.489,0.767,0.3329999999999999,26.0,45.0,18.0
19517,0.525,0.784,0.419,29.0,54.0,24.0
19518,0.411,0.813,0.3670000000000001,26.0,57.0,17.0
19519,0.5,0.958,0.353,26.0,44.0,21.0
19520,0.337,0.632,0.156,14.0,39.0,26.0
19521,0.506,0.88,0.5329999999999999,29.0,43.0,22.0
19522,0.43,0.792,0.353,17.0,40.0,17.0
19523,0.376,0.5710000000000001,0.185,14.0,48.0,27.0
19524,0.419,0.833,0.308,25.0,59.0,21.0
19525,0.4579999999999999,0.682,0.25,27.0,49.0,22.0
19526,0.449,0.696,0.4629999999999999,23.0,43.0,18.0
19527,0.59,0.667,0.5,37.0,35.0,20.0
19528,0.5,0.708,0.425,30.0,47.0,19.0
19529,0.391,0.737,0.297,24.0,52.0,24.0
19530,0.45,0.759,0.488,26.0,42.0,25.0
19531,0.314,0.8240000000000001,0.182,16.0,43.0,25.0
19532,0.407,0.84,0.286,27.0,51.0,19.0
19533,0.506,0.762,0.28,28.0,51.0,23.0
19534,0.4679999999999999,0.789,0.371,22.0,32.0,19.0
19535,0.376,0.6759999999999999,0.294,21.0,48.0,18.0
19536,0.483,1.0,0.405,23.0,43.0,18.0
19537,0.545,0.708,0.424,40.0,45.0,21.0
19538,0.3720000000000001,0.853,0.207,14.0,49.0,23.0
19539,0.479,0.655,0.34,25.0,35.0,25.0
19540,0.4,0.8079999999999999,0.308,21.0,37.0,16.0
19541,0.362,0.742,0.26,22.0,45.0,19.0
19542,0.419,0.87,0.205,23.0,42.0,29.0
19543,0.447,0.769,0.31,21.0,49.0,22.0
19544,0.455,0.667,0.429,32.0,57.0,19.0
19545,0.418,0.684,0.429,25.0,55.0,10.0
19546,0.455,0.828,0.3779999999999999,25.0,54.0,20.0
19547,0.477,0.84,0.37,24.0,59.0,25.0
19548,0.444,0.8,0.368,29.0,48.0,25.0
19549,0.3779999999999999,0.78,0.353,24.0,35.0,18.0
19550,0.475,0.633,0.303,32.0,58.0,14.0
19551,0.526,0.7140000000000001,0.361,29.0,47.0,22.0
19552,0.375,0.8,0.2289999999999999,21.0,52.0,22.0
19553,0.516,0.7879999999999999,0.37,26.0,47.0,22.0
19554,0.476,0.7929999999999999,0.3939999999999999,25.0,39.0,12.0
19555,0.4629999999999999,0.7140000000000001,0.476,27.0,37.0,13.0
19556,0.419,0.958,0.313,22.0,39.0,9.0
19557,0.524,0.952,0.447,30.0,40.0,14.0
19558,0.4629999999999999,0.87,0.382,34.0,42.0,15.0
19559,0.436,0.935,0.387,29.0,38.0,10.0
19560,0.4,0.71,0.353,19.0,42.0,10.0
19561,0.369,0.8059999999999999,0.419,19.0,45.0,6.0
19562,0.4629999999999999,0.654,0.314,30.0,40.0,11.0
19563,0.465,0.789,0.308,30.0,56.0,12.0
19564,0.373,0.667,0.318,22.0,63.0,17.0
19565,0.488,0.87,0.308,27.0,49.0,11.0
19566,0.425,0.76,0.313,19.0,40.0,13.0
19567,0.442,0.944,0.462,23.0,37.0,13.0
19568,0.37,0.85,0.357,17.0,46.0,12.0
19569,0.361,0.871,0.25,21.0,47.0,21.0
19570,0.409,0.833,0.154,16.0,55.0,4.0
19571,0.431,0.833,0.3329999999999999,16.0,41.0,10.0
19572,0.494,0.7829999999999999,0.421,25.0,35.0,15.0
19573,0.4320000000000001,0.759,0.25,25.0,34.0,12.0
19574,0.384,0.938,0.375,22.0,44.0,9.0
19575,0.312,0.765,0.179,19.0,48.0,16.0
19576,0.418,0.875,0.293,19.0,39.0,15.0
19577,0.418,0.85,0.25,19.0,37.0,10.0
19578,0.3670000000000001,0.5329999999999999,0.27,19.0,43.0,6.0
19579,0.44,0.68,0.216,25.0,56.0,7.0
19580,0.467,0.696,0.242,24.0,43.0,13.0
19581,0.461,0.8079999999999999,0.3229999999999999,19.0,43.0,13.0
19582,0.435,0.893,0.44,21.0,45.0,14.0
19583,0.442,0.7929999999999999,0.424,27.0,35.0,13.0
19584,0.506,0.667,0.405,23.0,44.0,15.0
19585,0.4539999999999999,0.7,0.357,28.0,66.0,13.0
19586,0.422,0.7829999999999999,0.259,15.0,35.0,9.0
19587,0.424,0.8,0.31,18.0,47.0,10.0
19588,0.395,0.889,0.357,19.0,45.0,11.0
19589,0.4679999999999999,0.8,0.425,17.0,41.0,17.0
19590,0.395,0.923,0.286,22.0,52.0,10.0
19591,0.519,0.741,0.379,20.0,40.0,18.0
19592,0.54,0.625,0.419,25.0,51.0,10.0
19593,0.419,0.828,0.298,14.0,26.0,14.0
19594,0.3929999999999999,0.667,0.344,23.0,47.0,10.0
19595,0.365,0.9,0.261,19.0,45.0,6.0
19596,0.528,0.8059999999999999,0.3329999999999999,32.0,46.0,14.0
19597,0.4579999999999999,0.75,0.25,26.0,37.0,7.0
19598,0.3720000000000001,0.737,0.237,26.0,47.0,15.0
19599,0.541,0.923,0.382,29.0,42.0,10.0
19600,0.386,0.742,0.265,20.0,48.0,14.0
19601,0.387,0.76,0.29,26.0,41.0,19.0
19602,0.411,0.6,0.292,17.0,42.0,7.0
19603,0.547,0.6,0.444,24.0,39.0,15.0
19604,0.544,0.7559999999999999,0.357,27.0,54.0,10.0
19605,0.354,0.75,0.37,14.0,35.0,14.0
19606,0.462,0.794,0.3929999999999999,18.0,43.0,12.0
19607,0.472,0.895,0.387,27.0,49.0,10.0
19608,0.5329999999999999,0.889,0.3929999999999999,23.0,45.0,14.0
19609,0.411,0.957,0.429,16.0,49.0,14.0
19610,0.5,0.762,0.308,25.0,56.0,19.0
19611,0.449,0.917,0.484,25.0,45.0,9.0
19612,0.488,0.875,0.368,24.0,51.0,9.0
19613,0.384,0.6759999999999999,0.3329999999999999,19.0,52.0,14.0
19614,0.4479999999999999,0.9,0.3929999999999999,26.0,43.0,13.0
19615,0.469,0.591,0.441,23.0,45.0,9.0
19616,0.47,0.75,0.387,18.0,41.0,15.0
19617,0.479,0.857,0.407,26.0,54.0,16.0
19618,0.519,0.529,0.517,31.0,37.0,6.0
19619,0.5479999999999999,0.833,0.429,35.0,50.0,12.0
19620,0.444,0.6,0.382,23.0,36.0,11.0
19621,0.374,0.765,0.3329999999999999,23.0,43.0,8.0
19622,0.3979999999999999,0.667,0.211,27.0,48.0,12.0
19623,0.37,0.542,0.265,17.0,45.0,7.0
19624,0.4529999999999999,0.88,0.278,20.0,50.0,10.0
19625,0.407,0.679,0.179,21.0,47.0,16.0
19626,0.478,0.759,0.417,20.0,32.0,12.0
19627,0.565,0.8059999999999999,0.452,34.0,34.0,19.0
19628,0.3329999999999999,0.5710000000000001,0.222,22.0,42.0,13.0
19629,0.3979999999999999,0.87,0.152,18.0,49.0,16.0
19630,0.38,0.615,0.296,22.0,46.0,13.0
19631,0.39,0.852,0.259,17.0,41.0,18.0
19632,0.4320000000000001,0.923,0.423,15.0,45.0,13.0
19633,0.4,0.9,0.483,19.0,48.0,12.0
19634,0.4,0.773,0.3670000000000001,24.0,40.0,16.0
19635,0.482,0.7,0.467,20.0,47.0,11.0
19636,0.4589999999999999,0.846,0.4,22.0,43.0,8.0
19637,0.3879999999999999,0.667,0.195,22.0,54.0,12.0
19638,0.545,0.75,0.3670000000000001,24.0,39.0,8.0
19639,0.482,0.95,0.424,25.0,56.0,13.0
19640,0.474,0.667,0.375,21.0,39.0,6.0
19641,0.5,0.857,0.433,32.0,39.0,11.0
19642,0.485,0.615,0.426,40.0,53.0,12.0
19643,0.407,0.75,0.297,27.0,42.0,10.0
19644,0.429,0.667,0.406,24.0,41.0,10.0
19645,0.4429999999999999,0.879,0.4,31.0,57.0,17.0
19646,0.521,0.813,0.419,25.0,35.0,10.0
19647,0.5770000000000001,0.706,0.5,35.0,37.0,10.0
19648,0.478,0.81,0.417,19.0,43.0,9.0
19649,0.455,0.478,0.341,27.0,50.0,15.0
19650,0.408,0.875,0.2,22.0,46.0,14.0
19651,0.3979999999999999,0.615,0.35,17.0,61.0,9.0
19652,0.523,0.706,0.4320000000000001,24.0,54.0,18.0
19653,0.483,0.667,0.4,25.0,58.0,14.0
19654,0.4320000000000001,0.7140000000000001,0.371,21.0,38.0,14.0
19655,0.466,0.636,0.48,24.0,31.0,15.0
19656,0.4320000000000001,0.85,0.34,18.0,42.0,12.0
19657,0.411,0.8640000000000001,0.297,18.0,45.0,12.0
19658,0.41,0.737,0.382,27.0,55.0,11.0
19659,0.524,0.773,0.409,27.0,49.0,18.0
19660,0.522,0.846,0.412,27.0,46.0,13.0
19661,0.4320000000000001,0.7829999999999999,0.3229999999999999,23.0,44.0,5.0
19662,0.455,0.773,0.306,23.0,52.0,13.0
19663,0.4589999999999999,0.794,0.293,31.0,51.0,7.0
19664,0.462,0.762,0.324,26.0,42.0,13.0
19665,0.4,0.526,0.3779999999999999,25.0,48.0,14.0
19666,0.456,1.0,0.364,29.0,45.0,14.0
19667,0.417,0.778,0.294,24.0,50.0,8.0
19668,0.481,0.621,0.526,26.0,39.0,20.0
19669,0.442,0.55,0.3939999999999999,24.0,42.0,16.0
19670,0.515,0.833,0.452,28.0,55.0,6.0
19671,0.452,0.7140000000000001,0.31,25.0,35.0,11.0
19672,0.495,0.7829999999999999,0.422,25.0,43.0,10.0
19673,0.523,0.5770000000000001,0.3329999999999999,25.0,54.0,10.0
19674,0.5379999999999999,0.8,0.346,27.0,43.0,6.0
19675,0.436,0.677,0.256,21.0,38.0,19.0
19676,0.56,0.85,0.4,34.0,42.0,9.0
19677,0.522,0.875,0.259,27.0,49.0,11.0
19678,0.451,0.593,0.222,22.0,53.0,15.0
19679,0.511,0.75,0.294,24.0,38.0,18.0
19680,0.4320000000000001,0.8059999999999999,0.366,20.0,32.0,14.0
19681,0.479,0.875,0.39,30.0,50.0,10.0
19682,0.413,0.68,0.238,17.0,47.0,16.0
19683,0.485,0.741,0.348,28.0,53.0,7.0
19684,0.488,0.8,0.345,24.0,40.0,14.0
19685,0.4429999999999999,0.913,0.233,21.0,48.0,13.0
19686,0.4479999999999999,0.815,0.4379999999999999,28.0,55.0,14.0
19687,0.452,0.7440000000000001,0.353,26.0,50.0,13.0
19688,0.5429999999999999,0.556,0.44,20.0,50.0,6.0
19689,0.439,0.8,0.391,30.0,51.0,18.0
19690,0.467,0.727,0.286,31.0,44.0,18.0
19691,0.447,0.857,0.222,21.0,39.0,13.0
19692,0.5329999999999999,0.8240000000000001,0.263,22.0,49.0,12.0
19693,0.4589999999999999,0.579,0.3229999999999999,27.0,57.0,13.0
19694,0.419,0.857,0.395,29.0,52.0,7.0
