,result
12973,12.0
12974,2.0
12975,-8.0
12976,-7.0
12977,36.0
12978,-2.0
12979,-27.0
12980,15.0
12981,10.0
12982,13.0
12983,12.0
12984,7.0
12985,-2.0
12986,26.0
12987,-9.0
12988,34.0
12989,-16.0
12990,18.0
12991,-9.0
12992,-7.0
12993,-2.0
12994,7.0
12995,14.0
12996,-16.0
12997,-1.0
12998,14.0
12999,2.0
13000,-7.0
13001,17.0
13002,24.0
13003,4.0
13004,18.0
13005,7.0
13006,-6.0
13007,-4.0
13008,16.0
13009,-20.0
13010,2.0
13011,15.0
13012,3.0
13013,13.0
13014,11.0
13015,13.0
13016,-7.0
13017,27.0
13018,-7.0
13019,24.0
13020,28.0
13021,18.0
13022,20.0
13023,-8.0
13024,-2.0
13025,11.0
13026,-8.0
13027,25.0
13028,6.0
13029,-30.0
13030,8.0
13031,10.0
13032,-6.0
13033,7.0
13034,31.0
13035,11.0
13036,14.0
13037,12.0
13038,14.0
13039,-8.0
13040,-7.0
13041,-4.0
13042,7.0
13043,3.0
13044,-5.0
13045,-26.0
13046,7.0
13047,11.0
13048,2.0
13049,-2.0
13050,7.0
13051,21.0
13052,-5.0
13053,24.0
13054,5.0
13055,1.0
13056,-3.0
13057,7.0
13058,17.0
13059,4.0
13060,8.0
13061,-6.0
13062,-1.0
13063,-3.0
13064,-9.0
13065,-9.0
13066,-4.0
13067,7.0
13068,26.0
13069,31.0
13070,10.0
13071,5.0
13072,12.0
13073,-20.0
13074,-10.0
13075,3.0
13076,22.0
13077,13.0
13078,9.0
13079,-12.0
13080,11.0
13081,-9.0
13082,6.0
13083,-29.0
13084,16.0
13085,7.0
13086,18.0
13087,-7.0
13088,-4.0
13089,-8.0
13090,16.0
13091,16.0
13092,-16.0
13093,10.0
13094,-5.0
13095,22.0
13096,4.0
13097,22.0
13098,9.0
13099,-3.0
13100,22.0
13101,-23.0
13102,-6.0
13103,7.0
13104,-4.0
13105,13.0
13106,16.0
13107,-6.0
13108,-7.0
13109,1.0
13110,12.0
13111,-5.0
13112,14.0
13113,-16.0
13114,-2.0
13115,22.0
13116,4.0
13117,6.0
13118,4.0
13119,-11.0
13120,-24.0
13121,4.0
13122,5.0
13123,31.0
13124,-12.0
13125,-6.0
13126,3.0
13127,8.0
13128,-13.0
13129,-12.0
13130,-1.0
13131,4.0
13132,-18.0
13133,4.0
13134,-10.0
13135,-5.0
13136,-11.0
13137,22.0
13138,3.0
13139,-14.0
13140,4.0
13141,-2.0
13142,45.0
13143,-17.0
13144,-5.0
13145,10.0
13146,9.0
13147,-8.0
13148,-17.0
13149,25.0
13150,-10.0
13151,24.0
13152,-15.0
13153,-19.0
13154,13.0
13155,22.0
13156,9.0
13157,-6.0
13158,10.0
13159,-2.0
13160,12.0
13161,-6.0
13162,19.0
13163,-14.0
13164,3.0
13165,-7.0
13166,13.0
13167,-20.0
13168,4.0
13169,-10.0
13170,6.0
13171,-12.0
13172,11.0
13173,14.0
13174,-4.0
13175,-7.0
13176,-20.0
13177,-8.0
13178,11.0
13179,-4.0
13180,12.0
13181,14.0
13182,-18.0
13183,-18.0
13184,15.0
13185,20.0
13186,9.0
13187,-20.0
13188,4.0
13189,14.0
13190,7.0
13191,10.0
13192,-5.0
13193,12.0
13194,-9.0
13195,12.0
13196,-1.0
13197,8.0
13198,5.0
13199,2.0
13200,-2.0
13201,34.0
13202,-18.0
13203,4.0
13204,9.0
13205,19.0
13206,25.0
13207,-5.0
13208,-5.0
13209,10.0
13210,-19.0
13211,27.0
13212,13.0
13213,13.0
13214,3.0
13215,8.0
13216,-4.0
13217,4.0
13218,1.0
13219,-11.0
13220,6.0
13221,3.0
13222,17.0
13223,-2.0
13224,18.0
13225,-13.0
13226,3.0
13227,-13.0
13228,-5.0
13229,3.0
13230,5.0
13231,-14.0
13232,-5.0
13233,-12.0
13234,-3.0
13235,5.0
13236,5.0
13237,-27.0
13238,4.0
13239,-8.0
13240,3.0
13241,-5.0
13242,12.0
13243,22.0
13244,-13.0
13245,-11.0
13246,21.0
13247,13.0
13248,9.0
13249,-4.0
13250,8.0
13251,-3.0
13252,-6.0
13253,3.0
13254,3.0
13255,-13.0
13256,11.0
13257,21.0
13258,-10.0
13259,-11.0
13260,22.0
13261,-16.0
13262,8.0
13263,10.0
13264,-7.0
13265,-11.0
13266,5.0
13267,9.0
13268,8.0
13269,2.0
13270,-13.0
13271,5.0
13272,16.0
13273,4.0
13274,5.0
13275,15.0
13276,12.0
13277,-7.0
13278,14.0
13279,3.0
13280,6.0
13281,10.0
13282,5.0
13283,14.0
13284,-12.0
13285,13.0
13286,-9.0
13287,-10.0
13288,27.0
13289,-8.0
13290,12.0
13291,12.0
13292,-11.0
13293,-10.0
13294,-4.0
13295,3.0
13296,13.0
13297,-6.0
13298,19.0
13299,4.0
13300,15.0
13301,3.0
13302,10.0
13303,3.0
13304,8.0
13305,-28.0
13306,7.0
13307,-11.0
13308,8.0
13309,4.0
13310,11.0
13311,-15.0
13312,-6.0
13313,-7.0
13314,28.0
13315,-7.0
13316,2.0
13317,6.0
13318,-10.0
13319,7.0
13320,6.0
13321,1.0
13322,-13.0
13323,6.0
13324,-13.0
13325,-10.0
13326,19.0
13327,-9.0
13328,-7.0
13329,-15.0
13330,13.0
13331,2.0
13332,-4.0
13333,30.0
13334,7.0
13335,-11.0
13336,-21.0
13337,-4.0
13338,-21.0
13339,10.0
13340,-9.0
13341,19.0
13342,-9.0
13343,-1.0
13344,-5.0
13345,9.0
13346,-6.0
13347,10.0
13348,21.0
13349,-6.0
13350,23.0
13351,-11.0
13352,26.0
13353,-13.0
13354,-7.0
13355,4.0
13356,2.0
13357,29.0
13358,4.0
13359,16.0
13360,-26.0
13361,8.0
13362,9.0
13363,1.0
13364,3.0
13365,-6.0
13366,-10.0
13367,-15.0
13368,11.0
13369,4.0
13370,24.0
13371,16.0
13372,2.0
13373,45.0
13374,28.0
13375,19.0
13376,12.0
13377,-11.0
13378,16.0
13379,35.0
13380,6.0
13381,15.0
13382,-6.0
13383,-7.0
13384,-6.0
13385,-16.0
13386,5.0
13387,-7.0
13388,20.0
13389,-15.0
13390,12.0
13391,-2.0
13392,7.0
13393,4.0
13394,-9.0
13395,-12.0
13396,13.0
13397,-11.0
13398,-17.0
13399,15.0
13400,15.0
13401,-10.0
13402,-5.0
13403,-15.0
13404,-2.0
13405,7.0
13406,3.0
13407,-2.0
13408,-1.0
13409,21.0
13410,6.0
13411,-7.0
13412,28.0
13413,2.0
13414,-9.0
13415,-8.0
13416,13.0
13417,13.0
13418,7.0
13419,5.0
13420,4.0
13421,13.0
13422,6.0
13423,28.0
13424,19.0
13425,3.0
13426,-5.0
13427,-3.0
13428,23.0
13429,-3.0
13430,-6.0
13431,12.0
13432,7.0
13433,-6.0
13434,-12.0
13435,-11.0
13436,18.0
13437,16.0
13438,-5.0
13439,11.0
13440,15.0
13441,-12.0
13442,-4.0
13443,-20.0
13444,-26.0
13445,6.0
13446,21.0
13447,-2.0
13448,9.0
13449,17.0
13450,-7.0
13451,27.0
13452,-6.0
13453,2.0
13454,10.0
13455,28.0
13456,19.0
13457,16.0
13458,20.0
13459,-4.0
13460,-18.0
13461,9.0
13462,-10.0
13463,3.0
13464,32.0
13465,-19.0
13466,9.0
13467,4.0
13468,1.0
13469,-25.0
13470,-3.0
13471,5.0
13472,-2.0
13473,6.0
13474,-16.0
13475,5.0
13476,12.0
13477,17.0
13478,10.0
13479,13.0
13480,-4.0
13481,13.0
13482,8.0
13483,-1.0
13484,22.0
13485,-9.0
13486,3.0
13487,19.0
13488,5.0
13489,-3.0
13490,17.0
13491,3.0
13492,-7.0
13493,15.0
13494,27.0
13495,-15.0
13496,6.0
13497,15.0
13498,15.0
13499,11.0
13500,8.0
13501,-2.0
13502,22.0
13503,24.0
13504,-11.0
13505,-3.0
13506,-21.0
13507,-3.0
13508,25.0
13509,-4.0
13510,-8.0
13511,-10.0
13512,-7.0
13513,-11.0
13514,-30.0
13515,24.0
13516,7.0
13517,9.0
13518,-2.0
13519,9.0
13520,23.0
13521,-10.0
13522,-5.0
13523,-26.0
13524,24.0
13525,-12.0
13526,16.0
13527,12.0
13528,14.0
13529,-2.0
13530,-2.0
13531,2.0
13532,4.0
13533,-5.0
13534,-9.0
13535,31.0
13536,9.0
13537,-15.0
13538,26.0
13539,10.0
13540,-7.0
13541,2.0
13542,3.0
13543,-32.0
13544,5.0
13545,7.0
13546,27.0
13547,-8.0
13548,-6.0
13549,8.0
13550,6.0
13551,-14.0
13552,-4.0
13553,9.0
13554,-3.0
13555,14.0
13556,4.0
13557,-2.0
13558,1.0
13559,-5.0
13560,11.0
13561,10.0
13562,-5.0
13563,-12.0
13564,-10.0
13565,6.0
13566,9.0
13567,21.0
13568,23.0
13569,3.0
13570,-24.0
13571,2.0
13572,-37.0
13573,7.0
13574,4.0
13575,20.0
13576,20.0
13577,-8.0
13578,-11.0
13579,16.0
13580,-21.0
13581,6.0
13582,-11.0
13583,-11.0
13584,-7.0
13585,9.0
13586,19.0
13587,9.0
13588,9.0
13589,-18.0
13590,-3.0
13591,14.0
13592,17.0
13593,9.0
13594,-2.0
13595,-21.0
13596,33.0
13597,9.0
13598,-8.0
13599,16.0
13600,3.0
13601,13.0
13602,19.0
13603,6.0
13604,-9.0
13605,2.0
13606,2.0
13607,11.0
13608,-17.0
13609,-11.0
13610,-2.0
13611,8.0
13612,12.0
13613,-21.0
13614,-4.0
13615,4.0
13616,7.0
13617,-10.0
13618,6.0
13619,24.0
13620,-16.0
13621,7.0
13622,-18.0
13623,6.0
13624,12.0
13625,9.0
13626,24.0
13627,-23.0
13628,20.0
13629,16.0
13630,10.0
13631,-3.0
13632,3.0
13633,-7.0
13634,28.0
13635,24.0
13636,16.0
13637,14.0
13638,5.0
13639,-14.0
13640,20.0
13641,-21.0
13642,-6.0
13643,9.0
13644,7.0
13645,40.0
13646,-4.0
13647,8.0
13648,26.0
13649,-26.0
13650,21.0
13651,-2.0
13652,10.0
13653,8.0
13654,-13.0
13655,23.0
13656,-13.0
13657,-6.0
13658,3.0
13659,-10.0
13660,4.0
13661,16.0
13662,10.0
13663,-14.0
13664,-5.0
13665,-1.0
13666,33.0
13667,-6.0
13668,-15.0
13669,8.0
13670,16.0
13671,5.0
13672,6.0
13673,-11.0
13674,-13.0
13675,-11.0
13676,24.0
13677,5.0
13678,-6.0
13679,-9.0
13680,9.0
13681,-19.0
13682,5.0
13683,2.0
13684,21.0
13685,12.0
13686,6.0
13687,-1.0
13688,-1.0
13689,17.0
13690,4.0
13691,-1.0
13692,-3.0
13693,11.0
13694,9.0
13695,16.0
13696,-2.0
13697,25.0
13698,4.0
13699,-12.0
13700,6.0
13701,26.0
13702,3.0
13703,9.0
13704,3.0
13705,8.0
13706,-16.0
13707,8.0
13708,-10.0
13709,-11.0
13710,-3.0
13711,-16.0
13712,13.0
13713,-2.0
13714,-6.0
13715,15.0
13716,-14.0
13717,11.0
13718,7.0
13719,20.0
13720,-7.0
13721,10.0
13722,10.0
13723,20.0
13724,21.0
13725,4.0
13726,4.0
13727,-5.0
13728,26.0
13729,-4.0
13730,1.0
13731,12.0
13732,25.0
13733,15.0
13734,9.0
13735,2.0
13736,6.0
13737,-7.0
13738,4.0
13739,-7.0
13740,-13.0
13741,-13.0
13742,21.0
13743,4.0
13744,-4.0
13745,-6.0
13746,-5.0
13747,13.0
13748,13.0
13749,-8.0
13750,18.0
13751,-16.0
13752,14.0
13753,6.0
13754,9.0
13755,7.0
13756,13.0
13757,6.0
13758,18.0
13759,28.0
13760,8.0
13761,8.0
13762,15.0
13763,8.0
13764,-6.0
13765,-12.0
13766,-5.0
13767,5.0
13768,8.0
13769,9.0
13770,-3.0
13771,-1.0
13772,26.0
13773,13.0
13774,-2.0
13775,9.0
13776,-3.0
13777,-23.0
13778,-22.0
13779,10.0
13780,-11.0
13781,-22.0
13782,-31.0
13783,-3.0
13784,-6.0
13785,-6.0
13786,16.0
13787,16.0
13788,-4.0
13789,29.0
13790,-9.0
13791,-2.0
13792,6.0
13793,10.0
13794,3.0
13795,15.0
13796,37.0
13797,-7.0
13798,-33.0
13799,5.0
13800,-4.0
13801,-5.0
13802,13.0
13803,2.0
13804,2.0
13805,-11.0
13806,11.0
13807,-17.0
13808,34.0
13809,15.0
13810,-21.0
13811,11.0
13812,-28.0
13813,6.0
13814,3.0
13815,-2.0
13816,14.0
13817,-13.0
13818,4.0
13819,-2.0
13820,-19.0
13821,19.0
13822,-15.0
13823,-17.0
13824,8.0
13825,18.0
13826,18.0
13827,-8.0
13828,-8.0
13829,3.0
13830,5.0
13831,-6.0
13832,9.0
13833,-17.0
13834,-9.0
13835,18.0
13836,-4.0
13837,4.0
13838,-4.0
13839,10.0
13840,8.0
13841,-12.0
13842,3.0
13843,29.0
13844,-8.0
13845,-23.0
13846,16.0
13847,-11.0
13848,10.0
13849,4.0
13850,-5.0
13851,24.0
13852,5.0
13853,-8.0
13854,14.0
13855,-8.0
13856,5.0
13857,-6.0
13858,27.0
13859,7.0
13860,6.0
13861,13.0
13862,-2.0
13863,-5.0
13864,12.0
13865,-3.0
13866,-3.0
13867,-9.0
13868,-10.0
13869,-3.0
13870,-5.0
13871,13.0
13872,-5.0
13873,-12.0
13874,-8.0
13875,31.0
13876,-7.0
13877,4.0
13878,4.0
13879,-3.0
13880,-4.0
13881,7.0
13882,-8.0
13883,-3.0
13884,15.0
13885,-2.0
13886,-18.0
13887,9.0
13888,9.0
13889,-11.0
13890,5.0
13891,5.0
13892,8.0
13893,20.0
13894,-15.0
13895,3.0
13896,-18.0
13897,-5.0
13898,19.0
13899,-13.0
13900,-4.0
13901,-6.0
13902,6.0
13903,-8.0
13904,5.0
13905,-14.0
13906,22.0
13907,2.0
13908,13.0
13909,-1.0
13910,-3.0
13911,1.0
13912,-11.0
13913,23.0
13914,-4.0
13915,4.0
13916,9.0
13917,-13.0
13918,6.0
13919,-5.0
13920,16.0
13921,8.0
13922,5.0
13923,9.0
13924,-15.0
13925,2.0
13926,17.0
13927,-3.0
13928,-4.0
13929,27.0
13930,2.0
13931,-4.0
13932,5.0
13933,13.0
13934,3.0
13935,14.0
13936,9.0
13937,24.0
13938,4.0
13939,4.0
13940,2.0
13941,-3.0
13942,6.0
13943,-5.0
13944,-11.0
13945,-16.0
13946,-8.0
13947,-2.0
13948,8.0
13949,-5.0
13950,17.0
13951,4.0
13952,11.0
13953,19.0
13954,6.0
13955,18.0
13956,-37.0
13957,-7.0
13958,-2.0
13959,-26.0
13960,1.0
13961,7.0
13962,12.0
13963,-12.0
13964,-41.0
13965,2.0
13966,-6.0
13967,-8.0
13968,10.0
13969,6.0
13970,27.0
13971,9.0
13972,8.0
13973,25.0
13974,-14.0
13975,-2.0
13976,22.0
13977,-6.0
13978,1.0
13979,32.0
13980,7.0
13981,3.0
13982,-6.0
13983,-2.0
13984,1.0
13985,6.0
13986,18.0
13987,7.0
13988,-8.0
13989,-8.0
13990,-8.0
13991,-1.0
13992,18.0
13993,-6.0
13994,-2.0
13995,-4.0
13996,8.0
13997,-15.0
13998,21.0
13999,-11.0
14000,-14.0
14001,4.0
14002,10.0
14003,18.0
14004,2.0
14005,23.0
14006,18.0
14007,18.0
14008,-4.0
14009,6.0
14010,-14.0
14011,-50.0
14012,7.0
14013,-18.0
14014,22.0
14015,-12.0
14016,23.0
14017,9.0
14018,1.0
14019,-6.0
14020,6.0
14021,24.0
14022,-1.0
14023,-14.0
14024,1.0
14025,-9.0
14026,-2.0
14027,6.0
14028,5.0
14029,-22.0
14030,5.0
14031,20.0
14032,-7.0
14033,11.0
14034,27.0
14035,10.0
14036,-1.0
14037,3.0
14038,11.0
14039,-16.0
14040,21.0
14041,-22.0
14042,4.0
14043,-2.0
14044,-12.0
14045,12.0
14046,24.0
14047,2.0
14048,-4.0
14049,9.0
14050,5.0
14051,8.0
14052,8.0
14053,-4.0
14054,11.0
14055,-15.0
14056,-11.0
14057,21.0
14058,17.0
14059,1.0
14060,-18.0
14061,-12.0
14062,-16.0
14063,2.0
14064,11.0
14065,11.0
14066,-36.0
14067,19.0
14068,-1.0
14069,-8.0
14070,6.0
14071,-4.0
14072,16.0
14073,-2.0
14074,10.0
14075,16.0
14076,15.0
14077,1.0
14078,14.0
14079,21.0
14080,-13.0
14081,1.0
14082,10.0
14083,-24.0
14084,-7.0
14085,7.0
14086,3.0
14087,3.0
14088,-31.0
14089,33.0
14090,-4.0
14091,20.0
14092,22.0
14093,9.0
14094,14.0
14095,20.0
14096,-1.0
14097,10.0
14098,13.0
14099,15.0
14100,4.0
14101,-5.0
14102,18.0
14103,6.0
14104,7.0
14105,-18.0
14106,25.0
14107,-14.0
14108,7.0
14109,1.0
14110,-5.0
14111,5.0
14112,13.0
14113,-14.0
14114,7.0
14115,-8.0
14116,-4.0
14117,23.0
14118,-3.0
14119,-23.0
14120,5.0
14121,-8.0
14122,23.0
14123,-13.0
14124,5.0
14125,1.0
14126,9.0
14127,3.0
14128,24.0
14129,-26.0
14130,11.0
14131,25.0
14132,-11.0
14133,-8.0
14134,3.0
14135,37.0
14136,2.0
14137,5.0
14138,-9.0
14139,8.0
14140,-16.0
14141,7.0
14142,30.0
14143,-16.0
14144,10.0
14145,15.0
14146,5.0
14147,8.0
14148,-11.0
14149,12.0
14150,21.0
14151,-26.0
14152,7.0
14153,6.0
14154,-4.0
14155,16.0
14156,-7.0
14157,-5.0
14158,23.0
14159,-8.0
14160,24.0
14161,7.0
14162,2.0
14163,-4.0
14164,5.0
14165,4.0
14166,-9.0
14167,9.0
14168,-17.0
14169,-17.0
14170,13.0
14171,-17.0
14172,31.0
14173,19.0
14174,20.0
14175,18.0
14176,22.0
14177,15.0
14178,-5.0
14179,13.0
14180,2.0
14181,6.0
14182,15.0
14183,1.0
14184,-12.0
14185,-1.0
14186,-10.0
14187,26.0
14188,3.0
14189,-6.0
14190,12.0
14191,-1.0
14192,20.0
14193,-7.0
14194,7.0
14195,-4.0
14196,22.0
14197,-5.0
14198,10.0
14199,10.0
14200,-4.0
14201,3.0
14202,12.0
14203,4.0
14204,6.0
14205,-1.0
14206,15.0
14207,25.0
14208,3.0
14209,3.0
14210,16.0
14211,-25.0
14212,-3.0
14213,-6.0
14214,11.0
14215,-7.0
14216,15.0
14217,12.0
14218,10.0
14219,20.0
14220,-9.0
14221,17.0
14222,5.0
14223,1.0
14224,24.0
14225,-3.0
14226,19.0
14227,-25.0
14228,19.0
14229,-6.0
14230,4.0
14231,-1.0
14232,5.0
14233,-1.0
14234,18.0
14235,12.0
14236,26.0
14237,-21.0
14238,15.0
14239,14.0
14240,9.0
14241,2.0
14242,-17.0
14243,-13.0
14244,-1.0
14245,-11.0
14246,15.0
14247,6.0
14248,15.0
14249,-7.0
14250,21.0
14251,2.0
14252,-21.0
14253,4.0
14254,-1.0
14255,-8.0
14256,2.0
14257,-7.0
14258,-14.0
14259,24.0
14260,8.0
14261,21.0
14262,-9.0
14263,2.0
14264,15.0
14265,8.0
14266,9.0
14267,10.0
14268,9.0
14269,-27.0
14270,-2.0
14271,17.0
14272,-1.0
14273,-12.0
14274,28.0
14275,16.0
14276,-2.0
14277,12.0
14278,7.0
14279,5.0
14280,-8.0
14281,-7.0
14282,2.0
14283,10.0
14284,-7.0
14285,-15.0
14286,20.0
14287,28.0
14288,-5.0
14289,5.0
14290,6.0
14291,12.0
14292,-2.0
14293,-12.0
14294,-16.0
14295,8.0
14296,-8.0
14297,-6.0
14298,-19.0
14299,-13.0
14300,1.0
14301,-3.0
14302,7.0
14303,-2.0
14304,-1.0
14305,11.0
14306,-11.0
14307,-12.0
14308,20.0
14309,33.0
14310,10.0
14311,7.0
14312,7.0
14313,-6.0
14314,3.0
14315,16.0
14316,10.0
14317,17.0
14318,21.0
14319,25.0
14320,-13.0
14321,-24.0
14322,-1.0
14323,-11.0
14324,-2.0
14325,10.0
14326,4.0
14327,9.0
14328,12.0
14329,5.0
14330,27.0
14331,7.0
14332,5.0
14333,30.0
14334,20.0
14335,10.0
14336,7.0
14337,12.0
14338,9.0
14339,21.0
14340,-4.0
14341,-1.0
14342,-14.0
14343,-15.0
14344,2.0
14345,-2.0
14346,8.0
14347,-22.0
14348,-15.0
14349,18.0
14350,-3.0
14351,11.0
14352,3.0
14353,2.0
14354,-10.0
14355,-14.0
14356,26.0
14357,6.0
14358,-8.0
14359,-3.0
14360,-3.0
14361,20.0
14362,4.0
14363,16.0
14364,-8.0
14365,30.0
14366,5.0
14367,-9.0
14368,2.0
14369,11.0
14370,1.0
14371,2.0
14372,-11.0
14373,-3.0
14374,2.0
14375,-6.0
14376,-5.0
14377,-5.0
14378,-2.0
14379,8.0
14380,3.0
14381,1.0
14382,6.0
14383,-22.0
14384,-16.0
14385,8.0
14386,-5.0
14387,19.0
14388,5.0
14389,21.0
14390,-11.0
14391,7.0
14392,-4.0
14393,18.0
14394,17.0
14395,15.0
14396,1.0
14397,-6.0
14398,-14.0
14399,29.0
14400,4.0
14401,21.0
14402,19.0
14403,-2.0
14404,17.0
14405,5.0
14406,7.0
14407,10.0
14408,-10.0
14409,-8.0
14410,-2.0
14411,-8.0
14412,3.0
14413,-21.0
14414,-5.0
14415,-1.0
14416,-21.0
14417,13.0
14418,-6.0
14419,5.0
14420,11.0
14421,27.0
14422,3.0
14423,19.0
14424,16.0
14425,1.0
14426,-7.0
14427,-1.0
14428,-9.0
14429,16.0
14430,-17.0
14431,-9.0
14432,-4.0
14433,18.0
14434,6.0
14435,6.0
14436,13.0
14437,5.0
14438,5.0
14439,3.0
14440,-8.0
14441,-18.0
14442,4.0
14443,12.0
14444,10.0
14445,-4.0
14446,15.0
14447,-15.0
14448,6.0
14449,-1.0
14450,-16.0
14451,6.0
14452,8.0
14453,13.0
14454,11.0
14455,45.0
14456,-9.0
14457,6.0
14458,-4.0
14459,-12.0
14460,13.0
14461,-2.0
14462,-9.0
14463,-16.0
14464,6.0
14465,-6.0
14466,7.0
14467,8.0
14468,-4.0
14469,3.0
14470,-22.0
14471,8.0
14472,-3.0
14473,19.0
14474,10.0
14475,-19.0
14476,-13.0
14477,7.0
14478,-7.0
14479,-13.0
14480,-1.0
14481,25.0
14482,25.0
14483,-9.0
14484,-4.0
14485,-15.0
14486,-9.0
14487,19.0
14488,15.0
14489,10.0
14490,14.0
14491,-3.0
14492,11.0
14493,-10.0
14494,-10.0
14495,-7.0
14496,12.0
14497,5.0
14498,4.0
14499,-14.0
14500,8.0
14501,23.0
14502,-3.0
14503,3.0
14504,12.0
14505,5.0
14506,-7.0
14507,17.0
14508,-12.0
14509,-5.0
14510,4.0
14511,-5.0
14512,13.0
14513,11.0
14514,32.0
14515,5.0
14516,-9.0
14517,2.0
14518,-9.0
14519,14.0
14520,28.0
14521,19.0
14522,-18.0
14523,-24.0
14524,9.0
14525,-4.0
14526,11.0
14527,-2.0
14528,3.0
14529,-3.0
14530,-15.0
14531,9.0
14532,2.0
14533,7.0
14534,-18.0
14535,5.0
14536,4.0
14537,-8.0
14538,-1.0
14539,24.0
14540,-11.0
14541,12.0
14542,-6.0
14543,-8.0
14544,14.0
14545,10.0
14546,-7.0
14547,2.0
14548,-4.0
14549,10.0
14550,6.0
14551,17.0
14552,29.0
14553,-11.0
14554,8.0
14555,6.0
14556,7.0
14557,14.0
14558,10.0
14559,23.0
14560,-10.0
14561,1.0
14562,9.0
14563,-10.0
14564,10.0
14565,-1.0
14566,10.0
14567,19.0
14568,26.0
14569,22.0
14570,-3.0
14571,9.0
14572,10.0
14573,2.0
14574,23.0
14575,14.0
14576,3.0
14577,-7.0
14578,-13.0
14579,-13.0
14580,-25.0
14581,6.0
14582,-16.0
14583,6.0
14584,25.0
14585,15.0
14586,23.0
14587,15.0
14588,5.0
14589,1.0
14590,-7.0
14591,2.0
14592,13.0
14593,11.0
14594,10.0
14595,23.0
14596,8.0
14597,19.0
14598,16.0
14599,-35.0
14600,-7.0
14601,21.0
14602,13.0
14603,27.0
14604,3.0
14605,-3.0
14606,39.0
14607,11.0
14608,-5.0
14609,13.0
14610,-15.0
14611,3.0
14612,12.0
14613,-9.0
14614,-4.0
14615,11.0
14616,-10.0
14617,-19.0
14618,-6.0
14619,32.0
14620,-5.0
14621,-1.0
14622,-5.0
14623,-16.0
14624,-7.0
14625,-8.0
14626,-6.0
14627,3.0
14628,-1.0
14629,2.0
14630,2.0
14631,26.0
14632,7.0
14633,-17.0
14634,2.0
14635,-2.0
14636,-8.0
14637,5.0
14638,17.0
14639,8.0
14640,1.0
14641,2.0
14642,8.0
14643,9.0
14644,-18.0
14645,5.0
14646,-10.0
14647,-5.0
14648,4.0
14649,-6.0
14650,-11.0
14651,-6.0
14652,-2.0
14653,7.0
14654,-23.0
14655,8.0
14656,-8.0
14657,5.0
14658,4.0
14659,-7.0
14660,12.0
14661,11.0
14662,16.0
14663,5.0
14664,22.0
14665,-9.0
14666,14.0
14667,6.0
14668,-1.0
14669,4.0
14670,10.0
14671,11.0
14672,10.0
14673,-26.0
14674,2.0
14675,-20.0
14676,29.0
14677,-7.0
14678,-10.0
14679,3.0
14680,11.0
14681,13.0
14682,12.0
14683,-6.0
14684,13.0
14685,15.0
14686,9.0
14687,-19.0
14688,-13.0
14689,1.0
14690,-8.0
14691,13.0
14692,22.0
14693,-2.0
14694,-14.0
14695,13.0
14696,-7.0
14697,22.0
14698,6.0
14699,15.0
14700,-22.0
14701,-10.0
14702,-30.0
14703,25.0
14704,2.0
14705,7.0
14706,-5.0
14707,2.0
14708,-2.0
14709,8.0
14710,32.0
14711,-7.0
14712,-10.0
14713,15.0
14714,21.0
14715,-30.0
14716,-4.0
14717,13.0
14718,-5.0
14719,-15.0
14720,29.0
14721,7.0
14722,3.0
14723,6.0
14724,16.0
14725,11.0
14726,20.0
14727,-4.0
14728,-10.0
14729,-2.0
14730,-20.0
14731,4.0
14732,14.0
14733,-2.0
14734,-11.0
14735,8.0
14736,6.0
14737,27.0
14738,-2.0
14739,-16.0
14740,-17.0
14741,-3.0
14742,28.0
14743,25.0
14744,15.0
14745,4.0
14746,9.0
14747,8.0
14748,40.0
14749,18.0
14750,13.0
14751,-3.0
14752,14.0
14753,-11.0
14754,8.0
14755,-11.0
14756,25.0
14757,-3.0
14758,5.0
14759,-1.0
14760,2.0
14761,18.0
14762,18.0
14763,20.0
14764,2.0
14765,-9.0
14766,-5.0
14767,4.0
14768,12.0
14769,-11.0
14770,8.0
14771,-3.0
14772,-14.0
14773,19.0
14774,6.0
14775,-2.0
14776,2.0
14777,-2.0
14778,30.0
14779,9.0
14780,-3.0
14781,-3.0
14782,19.0
14783,8.0
14784,11.0
14785,-10.0
14786,15.0
14787,-2.0
14788,1.0
14789,-4.0
14790,-17.0
14791,17.0
14792,7.0
14793,-12.0
14794,13.0
14795,-8.0
14796,-4.0
14797,-13.0
14798,12.0
14799,6.0
14800,9.0
14801,9.0
14802,15.0
14803,-18.0
14804,-20.0
14805,6.0
14806,-13.0
14807,-4.0
14808,-9.0
14809,19.0
14810,-11.0
14811,13.0
14812,8.0
14813,9.0
14814,12.0
14815,20.0
14816,13.0
14817,-24.0
14818,15.0
14819,4.0
14820,-3.0
14821,9.0
14822,10.0
14823,15.0
14824,-7.0
14825,-3.0
14826,11.0
14827,6.0
14828,6.0
14829,-9.0
14830,8.0
14831,9.0
14832,5.0
14833,5.0
14834,20.0
14835,4.0
14836,18.0
14837,4.0
14838,9.0
14839,-9.0
14840,3.0
14841,-10.0
14842,-3.0
14843,15.0
14844,-10.0
14845,3.0
14846,5.0
14847,27.0
14848,4.0
14849,4.0
14850,-8.0
14851,-7.0
14852,9.0
14853,5.0
14854,-9.0
14855,12.0
14856,-3.0
14857,10.0
14858,-9.0
14859,12.0
14860,-5.0
14861,14.0
